seed,evaluated_shift_days,event_days,pf_fail_days,mean_daily_line_loss_mwh,worst_minimum_voltage_pu,worst_maximum_voltage_pu,event_rate
42,340,92,0,1.5405425550399785,0.9461694010415689,1.031781663916832,0.27058823529411763
43,340,91,0,1.5404272350013535,0.9462613990263853,1.0320027445042124,0.2676470588235294
44,340,97,0,1.539892038851192,0.9458719798697705,1.031597877821483,0.2852941176470588
45,340,87,0,1.5404782189706863,0.9463216577493594,1.0329864678481302,0.25588235294117645
46,340,101,0,1.5395162756933638,0.9450599910870241,1.0325569069038698,0.29705882352941176
