epoch,training_mse,validation_mse
1,0.003372337344254172,0.0014362562214955688
2,0.00044571633449333264,0.0001384294591844082
3,0.00010561851732470745,8.885365969035774e-05
4,8.061553680183647e-05,6.804746226407588e-05
5,6.17533584117218e-05,5.035432332078926e-05
6,4.637046224034261e-05,3.782105341088027e-05
7,3.5019948057218476e-05,2.8923126592417248e-05
8,2.999842179760467e-05,2.6077066650032066e-05
9,2.8114738936067644e-05,2.4569171728217043e-05
10,2.6017223484983376e-05,3.0980103474576026e-05
11,2.6325379368181742e-05,2.3737786250421777e-05
12,2.580510125310041e-05,2.2712096324539743e-05
13,2.513005937396164e-05,2.0826082618441433e-05
14,2.711052725634397e-05,2.5321076464024372e-05
15,2.4808273866615628e-05,3.398699846002273e-05
16,2.6850910449696996e-05,2.167153979826253e-05
17,2.479885837559312e-05,2.1060195649624802e-05
18,2.419757588223695e-05,1.948368844750803e-05
19,2.394994748482172e-05,1.8965247363667004e-05
20,2.8342607059363048e-05,2.4163977286661975e-05
21,2.4966346372398114e-05,1.9506245735101402e-05
22,2.3370175154542625e-05,1.8235299648949876e-05
23,2.32172121899947e-05,1.956642881850712e-05
24,2.6936645279124077e-05,2.9590350095531903e-05
25,2.9142901989554197e-05,2.4727554773562588e-05
26,2.5236464712496705e-05,1.8357723092776723e-05
27,2.4261827220047856e-05,1.881105163192842e-05
28,2.237786656075704e-05,3.864512109430507e-05
29,2.7019932044928535e-05,1.7071324691642076e-05
30,2.3638249775442174e-05,1.9250541299697943e-05
31,2.5437811187699945e-05,1.7310352632193826e-05
32,2.0887689716737653e-05,1.6207588487304747e-05
33,2.3290136807698344e-05,2.8188191208755597e-05
34,2.2067252715249535e-05,1.7812029909691773e-05
35,2.1403757527032e-05,1.6212405171245337e-05
36,2.1903070731685486e-05,2.3091324692359194e-05
37,2.20415909415203e-05,1.5926925698295236e-05
38,2.368637871218515e-05,1.583444645802956e-05
39,2.13919805647429e-05,1.6376294297515415e-05
40,2.0994808606743855e-05,1.5536053979303688e-05
41,2.175988762711884e-05,1.523783339507645e-05
42,2.208562738476673e-05,1.693026933935471e-05
43,2.4320969862665786e-05,1.4368313713930547e-05
44,2.1976700102027808e-05,2.4911951186368242e-05
45,2.017038302657839e-05,1.652228820603341e-05
46,2.4800186026347314e-05,1.5030597751319874e-05
