candidate_id,scenario_index,day_index,t0,pv_s_scale,svc_q_scale,cap_total_mvar,risk,under_risk,over_risk,under_steps,over_steps,pf_fail,daily_loss_mwh,vmin,vmax,raw_vmin,raw_vmax,intervention_steps,intervention_rate,projection_failures,mean_correction_norm,max_correction_norm,power_flow_previews
0,1,2,192,0.7,0.7,0.0,0,0,0,0,0,0,0.8671293603112386,0.95050000095222,1.0315547594757486,0.9470037488976266,1.0315547594757486,3,0.03125,0,0.0016012686221919,0.1006744315591995,126
0,2,4,384,0.7,0.7,0.0,0,0,0,0,0,0,0.8594036986083669,0.9528872068322788,1.0258704210586898,0.9528872068322788,1.0258704210586898,0,0.0,0,0.0,0.0,96
0,3,6,576,0.7,0.7,0.0,0,0,0,0,0,0,0.881648504516267,0.950826860243528,1.0278924111217718,0.950826860243528,1.0278924111217718,0,0.0,0,0.0,0.0,96
0,4,7,672,0.7,0.7,0.0,0,0,0,0,0,0,0.8814116975185944,0.9510277365881676,1.0309319928571163,0.9510277365881676,1.0309319928571163,0,0.0,0,0.0,0.0,96
0,5,10,960,0.7,0.7,0.0,0,0,0,0,0,0,0.8571349359020494,0.9516164489542952,1.023734535108363,0.9516164489542952,1.023734535108363,0,0.0,0,0.0,0.0,96
0,6,13,1248,0.7,0.7,0.0,0,0,0,0,0,0,0.8813799892543552,0.9505000011040522,1.0334379091330097,0.9489536815060514,1.0334379091330097,1,0.0104166666666666,0,0.0004574092555423,0.0439112885320691,111
0,7,16,1536,0.7,0.7,0.0,0,0,0,0,0,0,0.8798306664561378,0.9505000006698942,1.0338711543772867,0.9489913837590784,1.0338711543772867,3,0.03125,0,0.001118847680117,0.0424453912032264,141
0,8,17,1632,0.7,0.7,0.0,0,0,0,0,0,0,0.8639411285154849,0.9546591675734992,1.0329108451534623,0.9546591675734992,1.0329108451534623,0,0.0,0,0.0,0.0,96
0,9,20,1920,0.7,0.7,0.0,0,0,0,0,0,0,0.8502513242743988,0.9520431756238112,1.0292397360034689,0.9520431756238112,1.0292397360034689,0,0.0,0,0.0,0.0,96
0,10,22,2112,0.7,0.7,0.0,0,0,0,0,0,0,0.8748358717805389,0.9534716971398102,1.0359482571499024,0.9534716971398102,1.0359482571499024,0,0.0,0,0.0,0.0,96
0,11,23,2208,0.7,0.7,0.0,0,0,0,0,0,0,0.8572412589813666,0.9527868767927788,1.0303271774610652,0.9527868767927788,1.0303271774610652,0,0.0,0,0.0,0.0,96
0,12,25,2400,0.7,0.7,0.0,0,0,0,0,0,0,0.8502257803061365,0.9526984477905248,1.026051078645491,0.9526984477905248,1.026051078645491,0,0.0,0,0.0,0.0,96
0,13,26,2496,0.7,0.7,0.0,0,0,0,0,0,0,0.8740598652595619,0.953071715563704,1.0305359524128652,0.953071715563704,1.0305359524128652,0,0.0,0,0.0,0.0,96
0,14,29,2784,0.7,0.7,0.0,0,0,0,0,0,0,0.8672633648052641,0.9511370173157332,1.0243682795928422,0.9511370173157332,1.0243682795928422,0,0.0,0,0.0,0.0,96
0,15,30,2880,0.7,0.7,0.0,0,0,0,0,0,0,0.8637939717202286,0.950838975270213,1.027782721004165,0.950838975270213,1.027782721004165,0,0.0,0,0.0,0.0,96
0,16,31,2976,0.7,0.7,0.0,0,0,0,0,0,0,0.8485697825315268,0.9505012438644516,1.02791801775653,0.9502348649561916,1.02791801775653,1,0.0104166666666666,0,7.829441647744531e-05,0.0075162639818347,101
0,17,34,3264,0.7,0.7,0.0,0,0,0,0,0,0,0.8693662720981796,0.9505000002619868,1.0307677265276416,0.9492156317268822,1.0307677265276416,1,0.0104166666666666,0,0.0004062967783024,0.0390044907170331,111
0,18,37,3552,0.7,0.7,0.0,0,0,0,0,0,0,0.8526548833450187,0.9560999586804716,1.024960180667347,0.9560999586804716,1.024960180667347,0,0.0,0,0.0,0.0,96
0,19,38,3648,0.7,0.7,0.0,0,0,0,0,0,0,0.880488632965022,0.9531150943331084,1.028558539762111,0.9531150943331084,1.028558539762111,0,0.0,0,0.0,0.0,96
0,20,39,3744,0.7,0.7,0.0,0,0,0,0,0,0,0.8802246424841275,0.9513193127004586,1.0305935825560446,0.9513193127004586,1.0305935825560446,0,0.0,0,0.0,0.0,96
0,21,43,4128,0.7,0.7,0.0,0,0,0,0,0,0,0.8602405742287118,0.9506611284769652,1.0255175213421956,0.9506611284769652,1.0255175213421956,0,0.0,0,0.0,0.0,96
0,22,44,4224,0.7,0.7,0.0,0,0,0,0,0,0,0.8547414399917308,0.9547023794931137,1.0223513028413354,0.9547023794931137,1.0223513028413354,0,0.0,0,0.0,0.0,96
