candidate_id,scenario_index,mismatch_id,step,nominal_projected_vmin,nominal_projected_vmax,actual_vmin,actual_vmax,actual_margin_pu,intervened,projection_success,error
100,0,0,0,0.9642568255111187,1.0,0.9642797536701091,1.0,0.014279753670109141,0,1,
100,0,0,1,0.965468070804055,1.0,0.9654984759479426,1.0,0.015498475947942625,0,1,
100,0,0,2,0.9648953215688711,1.0,0.9649200917279463,1.0,0.014920091727946394,0,1,
100,0,0,3,0.9645865053698408,1.0,0.9646070557503684,1.0,0.01460705575036847,0,1,
100,0,0,4,0.9643711246148814,1.0,0.9643889578244358,1.0,0.014388957824435833,0,1,
100,0,0,5,0.9643291933499247,1.0,0.9643448306172695,1.0,0.014344830617269544,0,1,
100,0,0,6,0.9644640397389992,1.0,0.9644767838299991,1.0,0.014476783829999174,0,1,
100,0,0,7,0.9645447909855934,1.0,0.9645549950818358,1.0,0.014554995081835886,0,1,
100,0,0,8,0.9646260877170842,1.0,0.9646341873120569,1.0,0.014634187312056901,0,1,
100,0,0,9,0.9647299742978535,1.0,0.9647364054932674,1.0,0.01473640549326749,0,1,
100,0,0,10,0.9648048847808445,1.0,0.9648106312414286,1.0,0.014810631241428673,0,1,
100,0,0,11,0.9648543030722222,1.0,0.9648597034323702,1.0,0.014859703432370197,0,1,
100,0,0,12,0.9648881304385285,1.0,0.9648932666529101,1.0,0.014893266652910131,0,1,
100,0,0,13,0.9650017003356888,1.0,0.9650186901588603,1.0,0.01501869015886037,0,1,
100,0,0,14,0.965058527935682,1.0,0.9651107604558492,1.0,0.015110760455849248,0,1,
100,0,0,15,0.9651227811668864,1.0,0.9651729426423655,1.0,0.015172942642365572,0,1,
100,0,0,16,0.9651853204380715,1.0,0.9652390233709608,1.0,0.015239023370960836,0,1,
100,0,0,17,0.9652903152747333,1.0,0.9653442475703298,1.0,0.015344247570329816,0,1,
100,0,0,18,0.9654160826618092,1.0,0.9654654480631644,1.0,0.015465448063164411,0,1,
100,0,0,19,0.9654628793501673,1.0,0.9655098400965386,1.0,0.015509840096538663,0,1,
100,0,0,20,0.9657817106988553,1.0,0.9658206887770306,1.0,0.01582068877703069,0,1,
100,0,0,21,0.9657180019458071,1.0,0.9657547769582314,1.0,0.015754776958231465,0,1,
100,0,0,22,0.9657312612184011,1.0,0.9657678184160056,1.0,0.015767818416005608,0,1,
100,0,0,23,0.965735257769631,1.0,0.9657718731916451,1.0,0.01577187319164519,0,1,
100,0,0,24,0.9656972480649129,1.0,0.9657365694614622,1.0,0.01573656946146229,0,1,
100,0,0,25,0.9656889306433785,1.0,0.9657272503560872,1.0,0.01572725035608724,0,1,
100,0,0,26,0.9656571772263083,1.0,0.9656982806887432,1.0,0.015698280688743238,0,1,
100,0,0,27,0.965554350848087,1.0,0.9656006303172695,1.0,0.015600630317269548,0,1,
100,0,0,28,0.9655489181780158,1.0,0.9655943280319582,1.0,0.01559432803195826,0,1,
100,0,0,29,0.9656778321372085,1.0,0.9657198651517861,1.0,0.01571986515178614,0,1,
100,0,0,30,0.9660011047124841,1.0,0.9660304214629984,1.0,0.01603042146299849,0,1,
100,0,0,31,0.9665483352946103,1.0,0.9665522617786777,1.0,0.016552261778677746,0,1,
100,0,0,32,0.9670589543208732,1.0,0.9670453436071391,1.0,0.017045343607139163,0,1,
100,0,0,33,0.9676903119457416,1.0,0.9676725541352563,1.0,0.01767255413525637,0,1,
100,0,0,34,0.9683986148130554,1.0,0.9683759559571352,1.0,0.01837595595713526,0,1,
100,0,0,35,0.9688894436556373,1.0,0.9691419684028091,1.0,0.01914196840280913,0,1,
100,0,0,36,0.9689394680585693,1.0,0.969185947662947,1.0,0.01918594766294701,0,1,
100,0,0,37,0.9689355880578503,1.0,0.9691777876124468,1.0,0.019177787612446817,0,1,
100,0,0,38,0.9692736490076715,1.0,0.9695094675310904,1.0,0.019509467531090396,0,1,
100,0,0,39,0.9695630409599721,1.0,0.9697917081592784,1.0,0.019791708159278443,0,1,
100,0,0,40,0.9695441136491706,1.0,0.9697704381612651,1.0,0.019770438161265114,0,1,
