seed,mode,wg_risk,concat_risk,wg_loss_mw,concat_loss_mw,loss_change_pct,wg_intervention_rate,concat_intervention_rate
42,uniform,0.0,0.0,0.05567742483213643,0.05967857257986398,-6.704496395876546,1.0416666666666666e-05,0.0
43,uniform,0.0,0.0,0.06156502669076227,0.060938206295218136,1.0286164192419234,0.0,1.0416666666666666e-05
44,uniform,0.0,0.0,0.06088841997981103,0.06444334247030097,-5.516353364396387,1.0416666666666666e-05,1.0416666666666666e-05
42,stress,0.0,0.0,0.058466742485577546,0.06277860421820737,-6.868361898653486,0.00025,4.1666666666666665e-05
43,stress,0.0,0.0,0.06454394410379126,0.06379749113082317,1.1700349962624923,2.0833333333333333e-05,9.375e-05
44,stress,0.0,0.0,0.0634250608070454,0.06777712176600341,-6.42113569529148,0.00015624999999999998,6.25e-05
