job_index,pv_s_scale,svc_q_scale,cap_total_mvar,t0,risk,under_risk,over_risk,viol_rate,under_steps,over_steps,pf_fail,loss_mean_mw,energy_mwh,vmin,vmax
0,0.699999988079071,1.5,0.8188822269439697,36550,0,0,0,0.0,0,0,0,0.09054588948885738,2.173101347732577,0.9760896561913571,1.0408972509642156
1,1.3038537502288818,1.4834061861038208,0.3384901285171509,7129,0,0,0,0.0,0,0,0,0.08859397454522012,2.126255389085283,0.9781275061581065,1.0385661496678409
2,0.699999988079071,0.699999988079071,0.2238573879003524,27879,0,0,0,0.0,0,0,0,0.037418409450814344,0.8980418268195443,0.9538115944312352,1.0259000870837685
3,1.5,0.699999988079071,0.3765666782855987,24875,0,0,0,0.0,0,0,0,0.044816030591342544,1.0755847341922211,0.9628012552191223,1.02172931313269
4,0.8523237705230713,0.8653703331947327,0.6764320135116577,33694,0,0,0,0.0,0,0,0,0.046626819918287155,1.1190436780388917,0.9638030662620418,1.021302713318646
5,1.313156247138977,0.8196026086807251,0.7187964916229248,20077,0,0,0,0.0,0,0,0,0.050823920686122626,1.219774096466943,0.9617101427305812,1.0255916202136601
6,0.699999988079071,0.699999988079071,0.0052198362536728,10187,0,0,0,0.0,0,0,0,0.037312274055428,0.895494577330272,0.9528887411086588,1.0185027341815631
7,1.5,1.5,0.8140498399734497,7612,0,0,0,0.0,0,0,0,0.09651673787573513,2.316401709017643,0.97868929740298,1.0414354209964491
8,1.5,1.5,0.3382023572921753,8439,0,0,0,0.0,0,0,0,0.09201223055889458,2.20829353341347,0.9751317566190859,1.039695955954697
9,0.699999988079071,0.699999988079071,0.8169530630111694,27223,0,0,0,0.0,0,0,0,0.04098660463451951,0.9836785112284683,0.9579242515941265,1.0340866102136999
10,1.5,0.699999988079071,0.3017617762088775,12264,0,0,0,0.0,0,0,0,0.045084324385898884,1.0820237852615733,0.9597758970990533,1.022091261757743
11,0.8253153562545776,1.3020572662353516,0.5114589929580688,9528,0,0,0,0.0,0,0,0,0.07068669024072714,1.6964805657774513,0.9659780907021698,1.0341877305438631
12,1.1568241119384766,0.8444221019744873,0.5373644828796387,23097,0,0,0,0.0,0,0,0,0.047058387122609825,1.1294012909426359,0.961569150528154,1.020874060201371
13,0.9395801424980164,1.2494738101959229,0.4434444904327392,12830,0,0,0,0.0,0,0,0,0.06638543811738672,1.593250514817281,0.9681590205380755,1.0332274483831037
14,1.284906983375549,1.4435408115386963,0.6288928389549255,38350,0,0,0,0.0,0,0,0,0.08684113639967472,2.0841872735921934,0.9759909089235975,1.0386325210372067
15,1.3586996793746948,1.288910150527954,0.0041685127653181,13588,0,0,0,0.0,0,0,0,0.07121014213066867,1.7090434111360482,0.9711791385385592,1.03206763392002
16,1.5,1.5,0.5311562418937683,1450,0,0,0,0.0,0,0,0,0.0946105149264778,2.270652358235467,0.9733781372980027,1.0435258979588307
17,1.5,1.5,0.6335293650627136,7606,0,0,0,0.0,0,0,0,0.09356860311431496,2.245646474743559,0.9782650352112906,1.0409877382255956
18,1.5,0.699999988079071,0.682287335395813,29151,0,0,0,0.0,0,0,0,0.04769138384334348,1.1445932122402436,0.9615833416120009,1.0238409325183488
19,1.1379486322402954,0.7433916926383972,0.8768922686576843,2258,0,0,0,0.0,0,0,0,0.04726227136753308,1.134294512820794,0.958169443594559,1.023809357898797
20,0.699999988079071,1.5,0.8887628316879272,32557,0,0,0,0.0,0,0,0,0.09320409604027997,2.2368983049667195,0.97645886749525,1.0409098271681396
