panel,candidate_id,pv_s_scale,svc_q_scale,cap_total_mvar,mean_daily_loss_mwh,resource_index,delta_loss_mwh,delta_intervention,best_loss_mwh,comparator_loss_mwh,saving_pct,best_pv_scale,best_svc_scale,best_cap_mvar,comparator_pv_scale,comparator_svc_scale,comparator_cap_mvar
b_refine_cap_increment,,0.7421052631578947,0.9526315789473684,,,,0.014786355210379742,0.0,,,,,,,,,
b_refine_cap_increment,,0.7421052631578947,0.9947368421052633,,,,0.017610602726557456,0.0,,,,,,,,,
b_refine_cap_increment,,0.7421052631578947,1.0368421052631578,,,,0.02043520089865236,0.0,,,,,,,,,
b_refine_cap_increment,,0.7421052631578947,1.0789473684210529,,,,0.02323691149153273,0.0,,,,,,,,,
b_refine_cap_increment,,0.7842105263157895,0.7,,,,-0.0018631855777675455,-0.0010416666666666998,,,,,,,,,
b_refine_cap_increment,,0.7842105263157895,0.7421052631578947,,,,0.001171092910408733,-0.0004629629629629001,,,,,,,,,
b_refine_cap_increment,,0.7842105263157895,0.7842105263157895,,,,0.0041416226884966045,-0.00023148148148149998,,,,,,,,,
b_refine_cap_increment,,0.7842105263157895,0.8263157894736841,,,,0.0070288546309413835,-0.0002314814814815,,,,,,,,,
b_refine_cap_increment,,0.7842105263157895,0.8684210526315789,,,,0.00986907205979115,-0.0001157407407407,,,,,,,,,
b_refine_cap_increment,,0.7842105263157895,0.9105263157894736,,,,0.012685775222099238,0.0,,,,,,,,,
b_refine_cap_increment,,0.7842105263157895,0.9526315789473684,,,,0.015455599077671467,0.0,,,,,,,,,
b_refine_cap_increment,,0.7842105263157895,0.9947368421052633,,,,0.018213159831898862,0.0,,,,,,,,,
b_refine_cap_increment,,0.7842105263157895,1.0368421052631578,,,,0.020973073923594265,0.0,,,,,,,,,
b_refine_cap_increment,,0.8263157894736841,0.7,,,,-0.0008025934822275538,-0.0009259259259259,,,,,,,,,
b_refine_cap_increment,,0.8263157894736841,0.7421052631578947,,,,0.0021650822016473503,-0.00034722222222220006,,,,,,,,,
b_refine_cap_increment,,0.8263157894736841,0.7842105263157895,,,,0.005039872342081031,-0.00034722222222229997,,,,,,,,,
b_refine_cap_increment,,0.8263157894736841,0.8263157894736841,,,,0.007823075870629581,-0.0003472222222222,,,,,,,,,
b_refine_cap_increment,,0.8263157894736841,0.8684210526315789,,,,0.010555752524243678,-0.0001157407407407,,,,,,,,,
b_refine_cap_increment,,0.8263157894736841,0.9105263157894736,,,,0.013292903742396778,0.0,,,,,,,,,
b_refine_cap_increment,,0.8263157894736841,0.9526315789473684,,,,0.01599786282965443,0.0,,,,,,,,,
b_refine_cap_increment,,0.8263157894736841,0.9947368421052633,,,,0.018692499407704677,0.0,,,,,,,,,
b_refine_cap_increment,,0.8684210526315789,0.7,,,,0.00013276029787423482,-0.0008101851851851999,,,,,,,,,
b_refine_cap_increment,,0.8684210526315789,0.7421052631578947,,,,0.003022330924803196,-0.00034722222222220006,,,,,,,,,
b_refine_cap_increment,,0.8684210526315789,0.7842105263157895,,,,0.005800335661851341,-0.00034722222222229997,,,,,,,,,
b_refine_cap_increment,,0.8684210526315789,0.8263157894736841,,,,0.008476296019873097,-0.0002314814814814,,,,,,,,,
b_refine_cap_increment,,0.8684210526315789,0.8684210526315789,,,,0.011100898225360867,0.0,,,,,,,,,
b_refine_cap_increment,,0.8684210526315789,0.9105263157894736,,,,0.013751080739487387,0.0,,,,,,,,,
