episode,method,rolling_mean,seed_min,seed_max,seed_42,seed_43,seed_44
220,WG-CVaR-PPO,-6.981825164733464,-7.16945555827683,-6.858527192093576,-6.917492743829985,-7.16945555827683,-6.858527192093576
221,WG-CVaR-PPO,-6.996751798385442,-7.1624455094236055,-6.834730055574777,-6.834730055574777,-7.1624455094236055,-6.993079830157942
222,WG-CVaR-PPO,-6.981834684773581,-7.090283010463879,-6.866603679864122,-6.866603679864122,-6.988617363992742,-7.090283010463879
223,WG-CVaR-PPO,-6.966396724433025,-7.119646946008141,-6.796735702379021,-6.796735702379021,-6.982807524911915,-7.119646946008141
224,WG-CVaR-PPO,-6.982612760609812,-7.02279844549249,-6.916104400178751,-6.916104400178751,-7.008935436158194,-7.02279844549249
225,WG-CVaR-PPO,-7.0199625783573785,-7.084249808491245,-6.985185903894001,-6.990452022686888,-6.985185903894001,-7.084249808491245
226,WG-CVaR-PPO,-7.069004046614705,-7.1155044476121665,-6.99674708584277,-6.99674708584277,-7.1155044476121665,-7.094760606389176
227,WG-CVaR-PPO,-7.020358664287312,-7.139945004264672,-6.912046540796805,-6.912046540796805,-7.139945004264672,-7.009084447800461
228,WG-CVaR-PPO,-7.097303953667983,-7.2046336531663995,-6.984436530786773,-6.984436530786773,-7.102841677050776,-7.2046336531663995
229,WG-CVaR-PPO,-7.112866982164672,-7.268591107513384,-7.0266013811027594,-7.0266013811027594,-7.043408457877872,-7.268591107513384
230,WG-CVaR-PPO,-7.049764748149198,-7.100576494313437,-6.987059573417823,-6.987059573417823,-7.061658176716338,-7.100576494313437
231,WG-CVaR-PPO,-7.067372046923413,-7.133733521884506,-6.952986047994518,-7.115396570891216,-6.952986047994518,-7.133733521884506
232,WG-CVaR-PPO,-7.018598940762328,-7.110874898124419,-6.905277012163212,-6.905277012163212,-7.039644911999354,-7.110874898124419
233,WG-CVaR-PPO,-7.036141844548159,-7.227655463793016,-6.8515354343186985,-6.8515354343186985,-7.029234635532762,-7.227655463793016
234,WG-CVaR-PPO,-7.079112728634777,-7.292092538730572,-6.958621966531819,-6.958621966531819,-6.986623680641941,-7.292092538730572
235,WG-CVaR-PPO,-7.1040939237760306,-7.302413567599163,-6.932044751947723,-7.077823451781204,-6.932044751947723,-7.302413567599163
236,WG-CVaR-PPO,-7.119411411588615,-7.354295217666129,-6.914381384035413,-7.089557633064306,-6.914381384035413,-7.354295217666129
237,WG-CVaR-PPO,-7.0677903309757,-7.3837911100911375,-6.760597834745588,-7.058982048090374,-6.760597834745588,-7.3837911100911375
238,WG-CVaR-PPO,-7.01508061081858,-7.365134444812075,-6.70006371180042,-6.980043675843247,-6.70006371180042,-7.365134444812075
239,WG-CVaR-PPO,-7.056460244077989,-7.2644586858131195,-6.844093923902494,-7.060828122518356,-6.844093923902494,-7.2644586858131195
240,WG-CVaR-PPO,-7.065373448899874,-7.337510051288478,-6.895286869621442,-6.895286869621442,-6.963323425789701,-7.337510051288478
241,WG-CVaR-PPO,-6.9571621283015155,-7.106385714880804,-6.802105372065398,-6.802105372065398,-6.962995297958344,-7.106385714880804
242,WG-CVaR-PPO,-6.972651698943721,-7.07238922177115,-6.922044894709703,-6.922044894709703,-6.9235209803503075,-7.07238922177115
243,WG-CVaR-PPO,-6.919179077340867,-7.058445458167912,-6.804351209519144,-6.894740564335542,-6.804351209519144,-7.058445458167912
244,WG-CVaR-PPO,-6.9573769561129595,-7.000056537559676,-6.925910753335204,-6.925910753335204,-6.9461635774440005,-7.000056537559676
245,WG-CVaR-PPO,-6.949513905145778,-6.965729594771677,-6.926960202572347,-6.955851918093313,-6.926960202572347,-6.965729594771677
246,WG-CVaR-PPO,-6.903556020724273,-7.008960417630501,-6.828416601322647,-7.008960417630501,-6.873291043219671,-6.828416601322647
247,WG-CVaR-PPO,-6.889545655735954,-6.9337448599154,-6.843589306735044,-6.891302800557415,-6.9337448599154,-6.843589306735044
248,WG-CVaR-PPO,-6.88157343694774,-6.968493263957048,-6.7665992009836895,-6.909627845902484,-6.968493263957048,-6.7665992009836895
249,WG-CVaR-PPO,-6.84683611030668,-6.911313621780546,-6.80816408089227,-6.821030628247225,-6.911313621780546,-6.80816408089227
250,WG-CVaR-PPO,-6.820415113261497,-6.953840901841999,-6.629814232652689,-6.629814232652689,-6.953840901841999,-6.877590205289801
251,WG-CVaR-PPO,-6.79843885274308,-6.926062698406249,-6.6579428043697995,-6.6579428043697995,-6.811311055453191,-6.926062698406249
252,WG-CVaR-PPO,-6.821708310850717,-7.055001364774399,-6.596516203064997,-6.596516203064997,-6.8136073647127535,-7.055001364774399
253,WG-CVaR-PPO,-6.737193894114832,-6.871895578679596,-6.585780153599652,-6.585780153599652,-6.753905950065251,-6.871895578679596
254,WG-CVaR-PPO,-6.663750560555587,-6.7679740987294394,-6.5340017926230844,-6.5340017926230844,-6.7679740987294394,-6.6892757903142375
255,WG-CVaR-PPO,-6.717974965972457,-6.900939533755395,-6.589722585106018,-6.589722585106018,-6.900939533755395,-6.663262779055958
256,WG-CVaR-PPO,-6.737541708157987,-6.968705120818921,-6.620908474609971,-6.6230115290450655,-6.968705120818921,-6.620908474609971
257,WG-CVaR-PPO,-6.754709578589669,-6.82664521988354,-6.700556683698789,-6.736926832186677,-6.82664521988354,-6.700556683698789
258,WG-CVaR-PPO,-6.665580599784775,-6.781032497719707,-6.504563170644168,-6.71114613099045,-6.781032497719707,-6.504563170644168
259,WG-CVaR-PPO,-6.625069555622154,-6.784070738908647,-6.457604301248853,-6.633533626708962,-6.784070738908647,-6.457604301248853
260,WG-CVaR-PPO,-6.538228309406192,-6.768771715293587,-6.398311610767518,-6.398311610767518,-6.768771715293587,-6.447601602157471
261,WG-CVaR-PPO,-6.554815024670117,-6.680131117858428,-6.430874158384073,-6.553439797767854,-6.680131117858428,-6.430874158384073
262,WG-CVaR-PPO,-6.4946690336571935,-6.816797932777107,-6.247796949068078,-6.419412219126397,-6.816797932777107,-6.247796949068078
263,WG-CVaR-PPO,-6.5929903439087525,-6.933702975831682,-6.377399428072281,-6.467868627822293,-6.933702975831682,-6.377399428072281
264,WG-CVaR-PPO,-6.549419931832684,-6.833824171497485,-6.3416734700307975,-6.3416734700307975,-6.833824171497485,-6.472762153969771
265,WG-CVaR-PPO,-6.623964790503173,-6.8733750540965834,-6.457571836496059,-6.457571836496059,-6.8733750540965834,-6.540947480916877
266,WG-CVaR-PPO,-6.6896112198467526,-6.93739768827538,-6.533822970893088,-6.597613000371789,-6.93739768827538,-6.533822970893088
267,WG-CVaR-PPO,-6.596251510701788,-6.822148041379348,-6.441649162072557,-6.441649162072557,-6.822148041379348,-6.524957328653462
268,WG-CVaR-PPO,-6.622561655880729,-6.823170036333891,-6.521121167851942,-6.521121167851942,-6.823170036333891,-6.523393763456354
269,WG-CVaR-PPO,-6.569459059618263,-6.75371954633281,-6.441056227208722,-6.441056227208722,-6.75371954633281,-6.513601405313255
270,WG-CVaR-PPO,-6.600821755013617,-6.79180172885383,-6.434743900044331,-6.434743900044331,-6.79180172885383,-6.575919636142691
271,WG-CVaR-PPO,-6.564161038557046,-6.723209284927836,-6.344831594163276,-6.344831594163276,-6.723209284927836,-6.624442236580029
272,WG-CVaR-PPO,-6.563952243999499,-6.7530264647236065,-6.315923902858915,-6.315923902858915,-6.7530264647236065,-6.622906364415979
273,WG-CVaR-PPO,-6.599258087517434,-6.833926242282306,-6.349711772557826,-6.349711772557826,-6.833926242282306,-6.614136247712173
274,WG-CVaR-PPO,-6.67230292945995,-6.9886250974493755,-6.34348634716183,-6.34348634716183,-6.9886250974493755,-6.684797343768646
275,WG-CVaR-PPO,-6.641189019970818,-6.946298411362169,-6.375569094964432,-6.375569094964432,-6.946298411362169,-6.601699553585853
276,WG-CVaR-PPO,-6.580559326012325,-6.9452920967614356,-6.321355818331052,-6.321355818331052,-6.9452920967614356,-6.475030062944486
277,WG-CVaR-PPO,-6.608044407777769,-7.02549558669408,-6.379250757712353,-6.379250757712353,-7.02549558669408,-6.4193868789268755
278,WG-CVaR-PPO,-6.686619850088534,-7.126283631673456,-6.387244209984209,-6.387244209984209,-7.126283631673456,-6.54633170860794
279,WG-CVaR-PPO,-6.699723799580133,-7.092717329382342,-6.3615147985485,-6.3615147985485,-7.092717329382342,-6.644939270809557
280,WG-CVaR-PPO,-6.666274414709122,-6.995889961158987,-6.2964636910856155,-6.2964636910856155,-6.995889961158987,-6.7064695918827635
281,WG-CVaR-PPO,-6.589912007589489,-6.919753057710319,-6.223278187966579,-6.223278187966579,-6.919753057710319,-6.626704777091569
282,WG-CVaR-PPO,-6.551958519741025,-6.923735870092894,-6.140692412533033,-6.140692412533033,-6.923735870092894,-6.591447276597149
283,WG-CVaR-PPO,-6.587644126012183,-6.951722014203923,-6.192521958260722,-6.192521958260722,-6.951722014203923,-6.6186884055719055
284,WG-CVaR-PPO,-6.636001478350248,-6.978025318269964,-6.151281369966239,-6.151281369966239,-6.978025318269964,-6.77869774681454
285,WG-CVaR-PPO,-6.676973936327741,-7.060134784832906,-6.23497925787809,-6.23497925787809,-7.060134784832906,-6.735807766272227
286,WG-CVaR-PPO,-6.665987336493951,-7.037994618048003,-6.173183859618385,-6.173183859618385,-7.037994618048003,-6.786783531815465
287,WG-CVaR-PPO,-6.658316795208033,-6.929343467529777,-6.305522924349868,-6.305522924349868,-6.929343467529777,-6.7400839937444506
288,WG-CVaR-PPO,-6.567327521360436,-6.845466484928881,-6.145097781396726,-6.145097781396726,-6.845466484928881,-6.711418297755702
289,WG-CVaR-PPO,-6.581116644208905,-6.859438217011982,-6.223594707440572,-6.223594707440572,-6.859438217011982,-6.660317008174161
290,WG-CVaR-PPO,-6.5144895814389185,-6.795044033511732,-6.115827401072713,-6.115827401072713,-6.795044033511732,-6.6325973097323105
291,WG-CVaR-PPO,-6.505738784448407,-6.815225408216964,-5.928522914286342,-5.928522914286342,-6.815225408216964,-6.7734680308419115
292,WG-CVaR-PPO,-6.5606456855807425,-6.800886024605655,-6.110424331439941,-6.110424331439941,-6.770626700696631,-6.800886024605655
293,WG-CVaR-PPO,-6.564183131060337,-6.840934694172555,-6.116950849754708,-6.116950849754708,-6.840934694172555,-6.7346638492537485
294,WG-CVaR-PPO,-6.492279861232621,-6.730550379407141,-6.1418961849951055,-6.1418961849951055,-6.730550379407141,-6.6043930192956175
295,WG-CVaR-PPO,-6.514200961603678,-6.721670113885773,-6.157539036010751,-6.157539036010751,-6.721670113885773,-6.663393734914512
296,WG-CVaR-PPO,-6.541560933455783,-6.84637873192051,-6.16348297218371,-6.16348297218371,-6.84637873192051,-6.614821096263131
297,WG-CVaR-PPO,-6.522351736863851,-6.762502033534828,-6.294422770852076,-6.294422770852076,-6.762502033534828,-6.510130406204649
298,WG-CVaR-PPO,-6.571594386359368,-6.79199681515474,-6.265656347281074,-6.265656347281074,-6.79199681515474,-6.657129996642286
299,WG-CVaR-PPO,-6.451982628434194,-6.606898832493783,-6.201548013806334,-6.201548013806334,-6.606898832493783,-6.547501039002462
300,WG-CVaR-PPO,-6.457590961426711,-6.664575637979393,-6.1985324429576565,-6.1985324429576565,-6.664575637979393,-6.509664803343086
1,Concat PPO,,,,,,
2,Concat PPO,,,,,,
3,Concat PPO,,,,,,
4,Concat PPO,,,,,,
5,Concat PPO,,,,,,
6,Concat PPO,,,,,,
7,Concat PPO,,,,,,
8,Concat PPO,,,,,,
9,Concat PPO,,,,,,
10,Concat PPO,,,,,,
11,Concat PPO,,,,,,
12,Concat PPO,,,,,,
13,Concat PPO,,,,,,
14,Concat PPO,,,,,,
15,Concat PPO,,,,,,
16,Concat PPO,,,,,,
17,Concat PPO,,,,,,
18,Concat PPO,,,,,,
19,Concat PPO,,,,,,
20,Concat PPO,,,,,,
21,Concat PPO,,,,,,
22,Concat PPO,,,,,,
23,Concat PPO,,,,,,
24,Concat PPO,,,,,,
25,Concat PPO,-10.418899338837091,-10.975479915385328,-9.547298996858759,-9.547298996858759,-10.975479915385328,-10.73391910426719
26,Concat PPO,-10.530162278396746,-11.172103829776193,-9.676180432234716,-9.676180432234716,-11.172103829776193,-10.742202573179334
27,Concat PPO,-10.492035714394625,-10.99244176064677,-9.646773526576306,-9.646773526576306,-10.99244176064677,-10.836891855960799
28,Concat PPO,-10.462799044686362,-11.061736137672233,-9.524967142007213,-9.524967142007213,-11.061736137672233,-10.801693854379637
29,Concat PPO,-10.413863070970242,-11.06751919791992,-9.360479610256453,-9.360479610256453,-11.06751919791992,-10.81359040473435
30,Concat PPO,-10.512163542632726,-11.098977374859674,-9.499027529978202,-9.499027529978202,-11.098977374859674,-10.938485723060298
31,Concat PPO,-10.546919443320428,-11.157898509833183,-9.533720859411659,-9.533720859411659,-11.157898509833183,-10.949138960716448
32,Concat PPO,-10.401232060540826,-10.902813420489517,-9.479392506007276,-9.479392506007276,-10.902813420489517,-10.821490255125685
33,Concat PPO,-10.301894980655165,-10.889114012777561,-9.372142906134098,-9.372142906134098,-10.644428023053836,-10.889114012777561
34,Concat PPO,-10.193534457311275,-10.69394679001051,-9.195392720962765,-9.195392720962765,-10.69394679001051,-10.69126386096055
35,Concat PPO,-10.323164021504907,-10.768396898621752,-9.452625487169149,-9.452625487169149,-10.748469678723819,-10.768396898621752
36,Concat PPO,-10.402975605960536,-10.85874311838416,-9.55431906899226,-9.55431906899226,-10.795864630505193,-10.85874311838416
37,Concat PPO,-10.319538460556979,-10.84317139936909,-9.468153710134082,-9.468153710134082,-10.647290272167764,-10.84317139936909
38,Concat PPO,-10.285880850639428,-10.778748206706858,-9.432886824262377,-9.432886824262377,-10.646007520949048,-10.778748206706858
39,Concat PPO,-10.24564626610445,-10.756778569395943,-9.414318850022466,-9.414318850022466,-10.756778569395943,-10.565841378894941
40,Concat PPO,-10.278873566518275,-10.863812859678621,-9.39252312074108,-9.39252312074108,-10.863812859678621,-10.580284719135125
41,Concat PPO,-10.244003248992795,-10.736139873014178,-9.28045734044875,-9.28045734044875,-10.736139873014178,-10.715412533515456
42,Concat PPO,-10.220418137185613,-10.594355415059752,-9.552332655303257,-9.552332655303257,-10.594355415059752,-10.514566341193829
43,Concat PPO,-10.168500276877532,-10.586441480405004,-9.55886942789507,-9.55886942789507,-10.586441480405004,-10.36018992233252
44,Concat PPO,-10.083722614905035,-10.410276867654577,-9.571401121540159,-9.571401121540159,-10.410276867654577,-10.26948985552037
45,Concat PPO,-10.024432697405905,-10.363646024821083,-9.496914026598215,-9.496914026598215,-10.212738040798417,-10.363646024821083
46,Concat PPO,-9.975684919501854,-10.214811725307975,-9.603969597090238,-9.603969597090238,-10.214811725307975,-10.10827343610735
47,Concat PPO,-9.87656092571126,-10.14763638218598,-9.421047936363886,-9.421047936363886,-10.14763638218598,-10.060998458583919
48,Concat PPO,-9.952605099722694,-10.216528508732198,-9.56721255566672,-9.56721255566672,-10.074074234769165,-10.216528508732198
49,Concat PPO,-10.072911794866508,-10.458693539296922,-9.347955313525823,-9.347955313525823,-10.412086531776783,-10.458693539296922
50,Concat PPO,-10.19247077200063,-10.514975680733878,-9.651523797391103,-9.651523797391103,-10.410912837876912,-10.514975680733878
51,Concat PPO,-10.058999231218722,-10.359936773551194,-9.616958511161814,-9.616958511161814,-10.20010240894316,-10.359936773551194
52,Concat PPO,-9.883832046283393,-10.137512555110108,-9.419841552891262,-9.419841552891262,-10.094142030848806,-10.137512555110108
53,Concat PPO,-9.857289165348284,-10.33288996395114,-9.368879127184254,-9.368879127184254,-9.87009840490946,-10.33288996395114
54,Concat PPO,-9.850883499240519,-10.169034029734927,-9.639655804241473,-9.639655804241473,-9.743960663745153,-10.169034029734927
55,Concat PPO,-9.701031034191912,-9.973705824477348,-9.409913212434782,-9.409913212434782,-9.719474065663603,-9.973705824477348
56,Concat PPO,-9.68781805180552,-9.90771124064927,-9.438623110626175,-9.438623110626175,-9.717119804141111,-9.90771124064927
57,Concat PPO,-9.551020690485618,-9.800168343106247,-9.276659668812778,-9.276659668812778,-9.57623405953783,-9.800168343106247
58,Concat PPO,-9.59400481903239,-9.887093320779623,-9.356978436275845,-9.356978436275845,-9.537942700041702,-9.887093320779623
59,Concat PPO,-9.541458819610808,-9.808153661635192,-9.284743804239994,-9.284743804239994,-9.531478992957238,-9.808153661635192
60,Concat PPO,-9.457167342997783,-9.779257530092202,-9.08846918065567,-9.08846918065567,-9.503775318245479,-9.779257530092202
61,Concat PPO,-9.503191748539182,-9.811582511411897,-9.079570487363126,-9.079570487363126,-9.61842224684252,-9.811582511411897
62,Concat PPO,-9.57072984535975,-10.042972137636161,-9.025670157331326,-9.025670157331326,-9.643547241111765,-10.042972137636161
63,Concat PPO,-9.57870179259094,-10.006940209931235,-9.095464042612011,-9.095464042612011,-9.633701125229567,-10.006940209931235
64,Concat PPO,-9.598508156492503,-10.14238728272191,-9.116916181714256,-9.116916181714256,-9.536221005041343,-10.14238728272191
65,Concat PPO,-9.48767463656272,-9.917568078126948,-9.149848088138395,-9.149848088138395,-9.395607743422815,-9.917568078126948
66,Concat PPO,-9.486519938286824,-9.699018956028631,-9.29457335493562,-9.29457335493562,-9.465967503896222,-9.699018956028631
67,Concat PPO,-9.450721175277364,-9.823279873047449,-8.98316899577904,-8.98316899577904,-9.545714657005604,-9.823279873047449
68,Concat PPO,-9.459390949824252,-10.01080517580456,-8.890155396704047,-8.890155396704047,-9.477212276964153,-10.01080517580456
69,Concat PPO,-9.521438730220227,-9.983314003794893,-8.983285316594163,-8.983285316594163,-9.597716870271624,-9.983314003794893
70,Concat PPO,-9.61283694098104,-10.01705081168968,-9.161154413115728,-9.161154413115728,-9.660305598137715,-10.01705081168968
71,Concat PPO,-9.57701685073162,-10.111023195085021,-9.0559183567797,-9.0559183567797,-9.564109000330143,-10.111023195085021
72,Concat PPO,-9.452715305503807,-9.98672982739348,-9.008886969654776,-9.008886969654776,-9.362529119463158,-9.98672982739348
73,Concat PPO,-9.371088192447717,-9.92694088609408,-8.7508832613812,-8.7508832613812,-9.435440429867874,-9.92694088609408
74,Concat PPO,-9.287399437672994,-9.831403441251757,-8.751151407976536,-8.751151407976536,-9.279643463790686,-9.831403441251757
75,Concat PPO,-9.308986847534731,-9.933064046554646,-8.798768010470567,-8.798768010470567,-9.195128485578978,-9.933064046554646
76,Concat PPO,-9.317545335166054,-10.053568349248652,-8.709124011788372,-8.709124011788372,-9.189943644461144,-10.053568349248652
77,Concat PPO,-9.350604001667723,-9.971968879981983,-8.866286820610553,-8.866286820610553,-9.213556304410634,-9.971968879981983
78,Concat PPO,-9.345754485374298,-9.913095273114848,-8.925413141246962,-8.925413141246962,-9.198755041761084,-9.913095273114848
79,Concat PPO,-9.361409402866753,-9.925886517669444,-8.746266943553394,-8.746266943553394,-9.412074747377421,-9.925886517669444
80,Concat PPO,-9.311915264752535,-9.88002180411919,-8.709380231082925,-8.709380231082925,-9.346343759055493,-9.88002180411919
81,Concat PPO,-9.196764555875014,-9.734360734761019,-8.643885811452277,-8.643885811452277,-9.212047121411747,-9.734360734761019
82,Concat PPO,-9.293958138310026,-9.828711373906463,-8.638353050487941,-8.638353050487941,-9.414809990535678,-9.828711373906463
83,Concat PPO,-9.331651642917402,-9.743238446822003,-8.69570454587474,-8.69570454587474,-9.55601193605546,-9.743238446822003
84,Concat PPO,-9.383578192661824,-9.685168648011407,-8.807850583602477,-8.807850583602477,-9.657715346371592,-9.685168648011407
85,Concat PPO,-9.285441538381123,-9.510689518476212,-8.894033237504875,-8.894033237504875,-9.451601859162286,-9.510689518476212
86,Concat PPO,-9.20233771062307,-9.457984592980958,-8.902598785424157,-8.902598785424157,-9.246429753464097,-9.457984592980958
87,Concat PPO,-9.142963541124667,-9.314977675572173,-8.873410612280539,-8.873410612280539,-9.240502335521292,-9.314977675572173
88,Concat PPO,-9.058325768654916,-9.36556731967325,-8.662205414780072,-8.662205414780072,-9.147204571511429,-9.36556731967325
89,Concat PPO,-9.083897159251347,-9.385529231081748,-8.76075658487876,-8.76075658487876,-9.105405661793533,-9.385529231081748
90,Concat PPO,-9.207655875926989,-9.666126117716534,-8.822197703614728,-8.822197703614728,-9.134643806449704,-9.666126117716534
91,Concat PPO,-9.152890301043378,-9.70151277834137,-8.699265281534084,-8.699265281534084,-9.057892843254685,-9.70151277834137
92,Concat PPO,-9.118652091235552,-9.557958081294919,-8.738035080260119,-8.738035080260119,-9.059963112151618,-9.557958081294919
93,Concat PPO,-8.977831637017355,-9.412276721716452,-8.691362085001046,-8.691362085001046,-8.829856104334565,-9.412276721716452
94,Concat PPO,-8.861731091744089,-9.409609654706463,-8.489271944730646,-8.489271944730646,-8.686311675795157,-9.409609654706463
95,Concat PPO,-8.738230945026068,-9.261171767723058,-8.353955534422523,-8.353955534422523,-8.599565532932623,-9.261171767723058
96,Concat PPO,-8.77592628580355,-9.060601302978084,-8.590005748750638,-8.590005748750638,-8.67717180568193,-9.060601302978084
97,Concat PPO,-8.86890178556579,-9.216874552121041,-8.67964182979034,-8.710188974785986,-8.67964182979034,-9.216874552121041
98,Concat PPO,-8.804806185326308,-9.052898110236796,-8.567028045025006,-8.794492400717123,-8.567028045025006,-9.052898110236796
99,Concat PPO,-8.770707779815902,-8.909470033781744,-8.52597487391869,-8.876678431747273,-8.52597487391869,-8.909470033781744
100,Concat PPO,-8.671022497567469,-8.914364872511287,-8.510596257301694,-8.588106362889425,-8.510596257301694,-8.914364872511287
101,Concat PPO,-8.702648770552662,-8.793944740511233,-8.541159823241832,-8.772841747904922,-8.541159823241832,-8.793944740511233
102,Concat PPO,-8.721228270868927,-8.798318580969871,-8.643766296941788,-8.721599934695123,-8.643766296941788,-8.798318580969871
103,Concat PPO,-8.714461996622907,-8.776318773720995,-8.603651944495004,-8.603651944495004,-8.763415271652724,-8.776318773720995
104,Concat PPO,-8.799701789780542,-9.018645588192134,-8.617757615657592,-8.762702165491897,-8.617757615657592,-9.018645588192134
105,Concat PPO,-8.855367642274828,-9.037998395713128,-8.611579995652638,-8.916524535458718,-8.611579995652638,-9.037998395713128
106,Concat PPO,-8.950723093430407,-9.12857027199263,-8.690075523677692,-9.0335234846209,-8.690075523677692,-9.12857027199263
107,Concat PPO,-9.007363076710462,-9.287747540101108,-8.662380077186969,-9.07196161284331,-8.662380077186969,-9.287747540101108
108,Concat PPO,-8.901875643649852,-9.139568250056355,-8.536973498017096,-9.029085182876106,-8.536973498017096,-9.139568250056355
109,Concat PPO,-8.773129644378537,-9.236106827584598,-8.274038664039688,-8.809243441511326,-8.274038664039688,-9.236106827584598
110,Concat PPO,-8.838162053101486,-9.353384590233931,-8.345779084656975,-8.815322484413556,-8.345779084656975,-9.353384590233931
111,Concat PPO,-8.708719809891896,-9.148600994268703,-8.294882159831756,-8.682676275575231,-8.294882159831756,-9.148600994268703
112,Concat PPO,-8.630454774612978,-9.077495038742052,-8.316337753942424,-8.497531531154463,-8.316337753942424,-9.077495038742052
113,Concat PPO,-8.601164557467094,-9.030743897223616,-8.210999733047634,-8.56175004213003,-8.210999733047634,-9.030743897223616
114,Concat PPO,-8.457808456011238,-8.901832088089884,-8.116799272334738,-8.354794007609094,-8.116799272334738,-8.901832088089884
115,Concat PPO,-8.353633169778556,-8.68548736144546,-8.120937769276736,-8.120937769276736,-8.254474378613475,-8.68548736144546
116,Concat PPO,-8.325828720758572,-8.639481889152803,-8.160731647556501,-8.17727262556641,-8.160731647556501,-8.639481889152803
117,Concat PPO,-8.370878594118016,-8.604032534040364,-8.18040780495887,-8.328195443354817,-8.18040780495887,-8.604032534040364
118,Concat PPO,-8.454793690353545,-8.774240240221879,-8.214800493963596,-8.37534033687516,-8.214800493963596,-8.774240240221879
119,Concat PPO,-8.500904690885578,-8.823813104557601,-8.15341324664131,-8.525487721457823,-8.15341324664131,-8.823813104557601
120,Concat PPO,-8.548691608035936,-8.835834900421196,-8.331335722190888,-8.47890420149572,-8.331335722190888,-8.835834900421196
121,Concat PPO,-8.51154503500741,-9.056078122857066,-8.238764662877966,-8.239792319287202,-8.238764662877966,-9.056078122857066
122,Concat PPO,-8.49634430227829,-8.994019827175428,-8.233904245976989,-8.261108833682453,-8.233904245976989,-8.994019827175428
123,Concat PPO,-8.42555542809155,-8.847790289966568,-8.177658930927109,-8.177658930927109,-8.251217063380974,-8.847790289966568
124,Concat PPO,-8.506521822736056,-8.912566078870064,-8.284333910076072,-8.284333910076072,-8.322665479262032,-8.912566078870064
125,Concat PPO,-8.536781742848712,-8.862330723723026,-8.306855020659635,-8.306855020659635,-8.441159484163473,-8.862330723723026
126,Concat PPO,-8.48500426263257,-8.843162856860863,-8.232586981156057,-8.232586981156057,-8.379262949880786,-8.843162856860863
127,Concat PPO,-8.492768949782336,-9.111596803243428,-8.153253434431521,-8.153253434431521,-8.213456611672056,-9.111596803243428
128,Concat PPO,-8.460336853777724,-9.126144603313445,-8.041403921175089,-8.213462036844641,-8.041403921175089,-9.126144603313445
129,Concat PPO,-8.320667745166807,-8.926387841144823,-8.009144739149155,-8.026470655206438,-8.009144739149155,-8.926387841144823
130,Concat PPO,-8.307389051476912,-8.967727230540195,-7.971899765332081,-7.971899765332081,-7.982540158558463,-8.967727230540195
131,Concat PPO,-8.243974545345152,-9.00914520361823,-7.753685687962311,-7.753685687962311,-7.969092744454915,-9.00914520361823
132,Concat PPO,-8.184150209404704,-8.9002283303434,-7.788327602662992,-7.8638946952077164,-7.788327602662992,-8.9002283303434
133,Concat PPO,-8.208283775975607,-8.934445811436072,-7.731865628309249,-7.958539888181496,-7.731865628309249,-8.934445811436072
134,Concat PPO,-8.244621625570298,-8.82132955941793,-7.802654706740156,-8.109880610552809,-7.802654706740156,-8.82132955941793
135,Concat PPO,-8.173249539066683,-8.855080686879468,-7.717386943107873,-7.947280987212706,-7.717386943107873,-8.855080686879468
136,Concat PPO,-8.18802493079971,-8.890847668034224,-7.7966079732766325,-7.876619151088272,-7.7966079732766325,-8.890847668034224
137,Concat PPO,-8.245309942635162,-9.021078850399393,-7.733666773434529,-7.981184204071565,-7.733666773434529,-9.021078850399393
138,Concat PPO,-8.203044995414379,-8.82379896107058,-7.681502379462429,-8.103833645710129,-7.681502379462429,-8.82379896107058
139,Concat PPO,-8.334448927063605,-8.936079010854256,-7.867971535759153,-8.199296234577405,-7.867971535759153,-8.936079010854256
140,Concat PPO,-8.361042720451158,-9.019575400784056,-7.733322756584693,-8.330230003984722,-7.733322756584693,-9.019575400784056
141,Concat PPO,-8.288099285768917,-9.004596860547222,-7.649403599758509,-8.210297397001018,-7.649403599758509,-9.004596860547222
142,Concat PPO,-8.182137627273606,-8.903839940906447,-7.534582926217459,-8.107990014696911,-7.534582926217459,-8.903839940906447
143,Concat PPO,-8.14751492534513,-8.730796744538731,-7.639410370159811,-8.07233766133685,-7.639410370159811,-8.730796744538731
144,Concat PPO,-8.09428519310083,-8.683232661569852,-7.665603204145777,-7.934019713586865,-7.665603204145777,-8.683232661569852
145,Concat PPO,-8.079834954724353,-8.75527285783867,-7.51048045361242,-7.97375155272197,-7.51048045361242,-8.75527285783867
146,Concat PPO,-8.07156272168689,-8.629156667052591,-7.6522127306014,-7.9333187674066785,-7.6522127306014,-8.629156667052591
147,Concat PPO,-8.043467389250651,-8.623912540317823,-7.561973805574414,-7.944515821859714,-7.561973805574414,-8.623912540317823
148,Concat PPO,-8.098450472836674,-8.62752345506681,-7.638764762155722,-8.029063201287494,-7.638764762155722,-8.62752345506681
149,Concat PPO,-8.012114916810892,-8.547279845742677,-7.527541637858803,-7.961523266831198,-7.527541637858803,-8.547279845742677
150,Concat PPO,-7.922676998508076,-8.443684553218032,-7.36249495882451,-7.961851483481686,-7.36249495882451,-8.443684553218032
151,Concat PPO,-7.919509211639883,-8.539081097105843,-7.3264442968949925,-7.893002240918812,-7.3264442968949925,-8.539081097105843
