lower_candidate_id,upper_candidate_id,paired_converged_days,mean_lower_loss_mwh,mean_upper_loss_mwh,mean_upper_minus_lower_loss_mwh,maximum_positive_increase_mwh,maximum_relative_increase,days_exceeding_tolerance,nonincreasing_within_tolerance
0,1,4,1.110952561618042,1.1104413399144173,-0.0005112217036247202,0.0,0.0,0,True
1,2,6,1.313590559534357,1.0211216227268793,-0.2924689368074776,0.0,0.0,0,True
2,3,16,1.518928131847637,1.3841410196506743,-0.13478711219696277,0.0,0.0,0,True
3,4,17,1.420799706183356,1.4196936743525839,-0.0011060318307722524,0.0,0.0,0,True
4,5,17,1.4196936743525839,1.4191807107547074,-0.0005129635978763696,0.0,0.0,0,True
5,6,17,1.4191807107547074,1.419136304631696,-4.4406123011499785e-05,4.201449388241407e-05,3.197687629360031e-05,0,True
6,7,17,1.419136304631696,1.4191615075998132,2.520296811722232e-05,0.00013265276252893976,6.700418673546872e-05,0,True
7,8,17,1.4191615075998132,1.4191810795564561,1.9571956643097346e-05,0.0001309628780887806,6.462125841641261e-05,0,True
