job_index,pv_s_scale,svc_q_scale,cap_total_mvar,t0,risk,under_risk,over_risk,viol_rate,under_steps,over_steps,pf_fail,loss_mean_mw,energy_mwh,vmin,vmax
0,0.699999988079071,1.5,0.8188822269439697,36550,0,0,0,0.0,0,0,0,0.07425824481497711,1.7821978755594508,0.9727646328421701,1.0363037086147422
1,1.3038537502288818,1.4834061861038208,0.3384901285171509,7129,0,0,0,0.0,0,0,0,0.08100708753994042,1.9441701009585701,0.9754812080027279,1.034421668462766
2,0.699999988079071,0.699999988079071,0.2238573879003524,27879,0,0,0,0.0,0,0,0,0.03516231908904899,0.8438956581371757,0.9507258111575891,1.0324573508933528
3,1.5,0.699999988079071,0.3765666782855987,24875,0,0,0,0.0,0,0,0,0.047629959972114964,1.143119039330759,0.9609923368777961,1.0205848931194728
4,0.8523237705230713,0.8653703331947327,0.6764320135116577,33694,0,0,0,0.0,0,0,0,0.04081448315023085,0.9795475956055404,0.9610529595903153,1.0259942196088119
5,1.313156247138977,0.8196026086807251,0.7187964916229248,20077,0,0,0,0.0,0,0,0,0.04772363905192476,1.1453673372461943,0.9594432573475616,1.017919104402947
6,0.699999988079071,0.699999988079071,0.0052198362536728,10187,1,1,0,0.010416666666666666,1,0,0,0.03579532981718376,0.8590879156124103,0.9494797544425279,1.0262258126277002
7,1.5,1.5,0.8140498399734497,7612,0,0,0,0.0,0,0,0,0.08718324674188947,2.0923979218053472,0.9764515269953544,1.037484738751707
8,1.5,1.5,0.3382023572921753,8439,0,0,0,0.0,0,0,0,0.08716730367193021,2.092015288126325,0.9722875156806806,1.0354531269652867
9,0.699999988079071,0.699999988079071,0.8169530630111694,27223,0,0,0,0.0,0,0,0,0.03641099552199901,0.8738638925279762,0.9548105797800136,1.0384312617096467
10,1.5,0.699999988079071,0.3017617762088775,12264,0,0,0,0.0,0,0,0,0.048528541095769234,1.1646849862984616,0.9563207730051472,1.0238855439851111
11,0.8253153562545776,1.3020572662353516,0.5114589929580688,9528,0,0,0,0.0,0,0,0,0.05917823357924749,1.4202776059019397,0.9623167073824079,1.0298903256789385
