lower_candidate_id,upper_candidate_id,paired_converged_days,mean_lower_loss_mwh,mean_upper_loss_mwh,mean_upper_minus_lower_loss_mwh,maximum_positive_increase_mwh,maximum_relative_increase,days_exceeding_tolerance,nonincreasing_within_tolerance
0,1,12,1.2871069895385128,1.2861457345525493,-0.0009612549859631114,0.0,0.0,0,True
1,2,16,1.4460901166726061,1.0958266559051422,-0.35026346076746395,0.0,0.0,0,True
2,3,34,1.4702704737573764,1.3674258825800836,-0.10284459117729328,0.0,0.0,0,True
3,4,39,1.4857589329991912,1.4850632416806298,-0.0006956913185610647,0.0010807936738426172,0.00045631689557840306,0,True
4,5,39,1.4850632416806298,1.4840604914914228,-0.0010027501892073147,0.00018409028709365227,0.00024796015146602514,0,True
5,6,39,1.4840604914914228,1.4840271560349414,-3.333545648104428e-05,0.0010281809749628223,0.00043515243671166445,0,True
6,7,39,1.4840271560349414,1.4839970101558184,-3.0145879123165944e-05,0.00010113287701662976,5.829910461412276e-05,0,True
7,8,39,1.4839970101558184,1.4840032304546595,6.2202988412364585e-06,0.00019791522254042349,8.37643016781449e-05,0,True
