candidate_id,scenario_index,day_index,t0,pv_s_scale,svc_q_scale,cap_total_mvar,risk,under_steps,over_steps,pf_fail,daily_loss_mwh,vmin,vmax,solve_total_seconds,inherited_steps,direct_fallback_steps
0,0,1,96,0.225,0.0,0.0,1,0,0,1,0.6889753483065255,0.9500000020132909,1.0000000000026588,9.909406500053592,0,0
1,0,1,96,0.3,0.0,0.0,1,1,0,1,0.9704767438558266,0.9499995202255795,1.0094154622837663,10.90731709994725,15,0
2,0,1,96,0.3,0.1875,0.0,0,0,0,0,1.9052031508230982,0.9500000011336147,1.0000000000045266,21.784424099867465,0,0
3,0,1,96,0.3,0.375,0.0,0,0,0,0,1.7376799825443165,0.9513049235830915,1.0000000000045282,22.45805810004822,0,0
4,0,1,96,0.45,0.375,0.0,0,0,0,0,1.7353122039430706,0.9512721845387928,1.0000000000023408,21.1493833999848,48,0
5,0,1,96,0.45,0.5625,0.0,0,0,0,0,1.7348735808615146,0.9512721845387928,1.0000000000013953,21.93886590001057,52,0
6,0,1,96,0.45,0.75,0.0,0,0,0,0,1.7347243613091556,0.9512721845387928,1.0000000000014084,21.32341230029124,64,0
7,0,1,96,0.6,0.75,0.0,0,0,0,0,1.7348254941861723,0.9512721845387928,1.0000000000011733,21.76869389991043,67,0
8,0,1,96,0.75,0.75,0.0,0,0,0,0,1.734895557621373,0.9512721845387928,1.000000000000742,21.8211219998484,69,0
0,1,15,1440,0.225,0.0,0.0,1,0,0,1,0.48984962900024953,0.9500000020930733,1.0092608182368512,5.919241099996725,0,0
1,1,15,1440,0.3,0.0,0.0,1,0,0,1,0.6496626948052391,0.9500000035131434,1.0094755930315382,6.411417899886146,9,0
2,1,15,1440,0.3,0.1875,0.0,1,0,0,1,2.6388968696999666,0.950000001251938,1.0140067231661951,18.753542600083165,0,0
3,1,15,1440,0.3,0.375,0.0,0,0,0,0,2.2756926178339585,0.9501020438283403,1.0000000000040852,22.75051759983762,0,0
4,1,15,1440,0.45,0.375,0.0,0,0,0,0,2.275759080977842,0.9500887355572479,1.0000000000016076,21.98691559981671,85,0
5,1,15,1440,0.45,0.5625,0.0,0,0,0,0,2.2755865953693397,0.9500887355572479,1.0000000000010985,21.92390750008053,87,0
6,1,15,1440,0.45,0.75,0.0,0,0,0,0,2.2755156353674164,0.9500887355572479,1.0000000000012652,21.671025300078327,89,0
7,1,15,1440,0.6,0.75,0.0,0,0,0,0,2.275467293473548,0.9500887355572479,1.000000000000909,21.60805900002015,90,0
8,1,15,1440,0.75,0.75,0.0,0,0,0,0,2.275471506125917,0.9500887355572479,1.0000000000009481,22.51766859993222,90,0
0,2,38,3648,0.225,0.0,0.0,1,0,0,1,0.5792024211214849,0.950000003203894,1.0095264743263481,6.118070300028194,0,0
1,2,38,3648,0.3,0.0,0.0,1,0,0,1,0.7529662693673779,0.950000003919935,1.0101458941005261,6.693210899975384,13,0
2,2,38,3648,0.3,0.1875,0.0,1,0,0,1,2.5914259866218434,0.9500000010520714,1.0116838131459982,19.14512390017626,0,0
3,2,38,3648,0.3,0.375,0.0,0,0,0,0,2.2455403946583585,0.9502371184020078,1.0000000000043234,21.936639099993045,0,0
4,2,38,3648,0.45,0.375,0.0,0,0,0,0,2.2437067957482664,0.9502081440561516,1.0000000000018912,21.65115869996953,59,0
5,2,38,3648,0.45,0.5625,0.0,0,0,0,0,2.2435832663066635,0.9502081440561516,1.000000000001822,21.62371839978732,81,0
6,2,38,3648,0.45,0.75,0.0,0,0,0,0,2.243355388394278,0.9502081440561516,1.0000000000014702,21.83977950006374,77,0
7,2,38,3648,0.6,0.75,0.0,0,0,0,0,2.2433870739551374,0.9502081440561516,1.0000000000011373,22.046102899999823,87,0
8,2,38,3648,0.75,0.75,0.0,0,0,0,0,2.243413680031907,0.9502081440561516,1.0000000000009526,22.47635310012265,89,0
0,3,39,3744,0.225,0.0,0.0,1,0,0,1,0.4923584910877083,0.950000001028399,0.9999999999998119,5.6022320000920445,0,0
1,3,39,3744,0.3,0.0,0.0,1,0,0,1,0.6930412032961903,0.9500000047965008,1.0095232295096748,6.206243700144114,15,0
2,3,39,3744,0.3,0.1875,0.0,1,0,0,1,2.463975950047129,0.9500000011325943,1.0018100260011256,19.38936920001288,0,0
3,3,39,3744,0.3,0.375,0.0,0,0,0,0,2.2069431712849163,0.9500000273207131,1.0007440603265203,22.585282600019127,0,0
4,3,39,3744,0.45,0.375,0.0,0,0,0,0,2.206224299828056,0.9500176244835572,1.0007260572769452,21.93343280017143,46,0
5,3,39,3744,0.45,0.5625,0.0,0,0,0,0,2.2046221854007597,0.9500176244835572,1.0007133772127252,21.761092699918663,66,0
6,3,39,3744,0.45,0.75,0.0,0,0,0,0,2.204188113238025,0.9500176244835572,1.0007140759896436,22.056817200151272,65,0
7,3,39,3744,0.6,0.75,0.0,0,0,0,0,2.204040398537722,0.9500176244835572,1.000715397006833,22.174630700057605,73,0
8,3,39,3744,0.75,0.75,0.0,0,0,0,0,2.204120333241051,0.9500176244835572,1.0007150585358882,21.99737940003979,80,0
0,5,56,5376,0.225,0.0,0.0,0,0,0,0,1.3999216332276474,0.9500000008275711,1.003425808566395,20.97628750000149,0,0
1,5,56,5376,0.3,0.0,0.0,0,0,0,0,1.3999004356873967,0.9500000023920571,1.003432511521688,21.137303199939197,51,0
2,5,56,5376,0.3,0.1875,0.0,0,0,0,0,1.1146093544324638,0.9568166164165196,1.0033546627928571,21.148454300011508,0,0
3,5,56,5376,0.3,0.375,0.0,0,0,0,0,1.0848630867499147,0.9587542887444646,1.0033149998439475,20.861337399983313,0,0
4,5,56,5376,0.45,0.375,0.0,0,0,0,0,1.0844558078175246,0.9581070640171323,1.0033243003262848,21.380818400153657,19,0
5,5,56,5376,0.45,0.5625,0.0,0,0,0,0,1.084444983017186,0.9582188099473763,1.0033185519161483,21.28411480001523,26,0
6,5,56,5376,0.45,0.75,0.0,0,0,0,0,1.0844801929770462,0.9581878934222045,1.0033184995485684,20.896953099931125,41,0
7,5,56,5376,0.6,0.75,0.0,0,0,0,0,1.0844693229970515,0.9581878934222045,1.0033184995485684,21.231479300069623,41,0
8,5,56,5376,0.75,0.75,0.0,0,0,0,0,1.0844689035110977,0.9581721322863388,1.0033184995485684,21.67254609981319,43,0
0,6,57,5472,0.225,0.0,0.0,1,0,0,1,0.6497230890298529,0.950000001747328,1.016536740863531,8.23149810009636,0,0
1,6,57,5472,0.3,0.0,0.0,1,1,0,1,1.606360062167453,0.9499993873187073,1.0309989279626541,13.68874040004448,6,0
2,6,57,5472,0.3,0.1875,0.0,0,0,0,0,1.7758748969557299,0.9500000012911799,1.0049773222606306,21.850413900072454,0,0
3,6,57,5472,0.3,0.375,0.0,0,0,0,0,1.6448143515677518,0.9514525143331255,1.0049029856354688,21.678880899882643,0,0
4,6,57,5472,0.45,0.375,0.0,0,0,0,0,1.6435042936481996,0.9514194333270636,1.0049017921605388,21.512877099914476,42,0
5,6,57,5472,0.45,0.5625,0.0,0,0,0,0,1.6428938863061453,0.9514194333270636,1.0048973810452126,21.966877800179645,45,0
6,6,57,5472,0.45,0.75,0.0,0,0,0,0,1.6428568638087666,0.9514194333270636,1.004898272070722,21.306123899878003,44,0
7,6,57,5472,0.6,0.75,0.0,0,0,0,0,1.6429165921538302,0.9514194333270636,1.004899220187684,21.369384099903982,49,0
8,6,57,5472,0.75,0.75,0.0,0,0,0,0,1.6429134667242198,0.9514194333270636,1.004897601080134,21.768135199992685,45,0
0,7,60,5760,0.225,0.0,0.0,1,0,0,1,0.600517769802488,0.9500000007745426,1.008228385486935,6.835113799927058,0,0
1,7,60,5760,0.3,0.0,0.0,1,1,0,1,0.7690339230586188,0.949999512769136,1.0092691769189446,7.236231300077634,19,0
2,7,60,5760,0.3,0.1875,0.0,0,0,0,0,2.299936771451438,0.9500000006626154,1.0139621309308566,21.443376699986402,0,0
3,7,60,5760,0.3,0.375,0.0,0,0,0,0,1.9311286274170718,0.9501349029883729,1.0038762516829194,21.868274000211386,0,0
4,7,60,5760,0.45,0.375,0.0,0,0,0,0,1.9295315154661017,0.9501071446779297,1.0038761446097437,21.627300200110767,52,0
5,7,60,5760,0.45,0.5625,0.0,0,0,0,0,1.929403585436239,0.9501071446779297,1.0038761446097437,21.280966899968917,72,0
6,7,60,5760,0.45,0.75,0.0,0,0,0,0,1.9292990574166684,0.9501071446779297,1.0038794061139662,21.221138799970504,65,0
7,7,60,5760,0.6,0.75,0.0,0,0,0,0,1.9292097122188534,0.9501071446779297,1.003875233162665,21.5528723000607,68,0
8,7,60,5760,0.75,0.75,0.0,0,0,0,0,1.9291323814467394,0.9501071446779297,1.00387591181075,21.653812600066885,67,0
0,8,72,6912,0.225,0.0,0.0,1,0,0,1,0.5482589528034514,0.9500000027430908,1.0000000000000457,7.27033650004887,0,0
1,8,72,6912,0.3,0.0,0.0,1,0,0,1,1.408526010788025,0.9500000011845696,1.0329457007122345,12.995407800015528,10,0
2,8,72,6912,0.3,0.1875,0.0,0,0,0,0,1.8268905874149612,0.9500000013661399,1.0070725234149331,21.864009399956558,0,0
3,8,72,6912,0.3,0.375,0.0,0,0,0,0,1.6510997501333717,0.9507129321311268,1.0070057002713226,21.57372950014542,0,0
4,8,72,6912,0.45,0.375,0.0,0,0,0,0,1.6497364305865527,0.9506821285003944,1.007005538430104,21.574471100058872,51,0
