candidate_id,scenario_index,step,time_index,solver,loss_mw,vmin,vmax,solve_ms,q_mvar_0,q_mvar_1,q_mvar_2,q_mvar_3,error
0,0,0,96,pandapower_ac_opf,0.03684028797963555,0.9647447755464099,1.0000000000022464,911.4615999860689,0.24285256776978564,0.06477092051231226,0.293928693831268,2.7367927664469647e-11,
1,0,0,96,pandapower_ac_opf,0.036813827807245486,0.96467644899889,1.0000000000011304,241.34010000852868,0.23514266943657497,0.06471559362408075,0.2934949781769637,-1.6988961295118654e-11,
2,0,0,96,pandapower_ac_opf,0.030416447328122872,0.9726430722836362,1.0000000000009899,230.72620001039468,0.17098815305634982,0.05754522162305321,0.23664259050196676,0.32788710806412313,
3,0,0,96,pandapower_ac_opf,0.030322291258322094,0.9739398952476789,0.9999999999996724,205.239500006428,0.18443883814607714,0.05616805550754597,0.22464138746146534,0.40891352626347466,
4,0,0,96,pandapower_ac_opf,0.030223157548408982,0.9722738306765599,1.0000000000000016,211.09749999595806,0.14928753589505858,0.05603617806638574,0.2249382865243052,0.3975274240249987,
5,0,0,96,inherited_nested_dispatch,0.030227981929529704,0.9722646815762404,1.0,210.57749999454245,0.14928753589505858,0.05603617806638574,0.2249382865243052,0.3975274240249987,
6,0,0,96,inherited_nested_dispatch,0.030227981929529704,0.9722646815762404,1.0,205.0386999908369,0.14928753589505858,0.05603617806638574,0.2249382865243052,0.3975274240249987,
7,0,0,96,inherited_nested_dispatch,0.030227981929529704,0.9722646815762404,1.0,208.82759999949485,0.14928753589505858,0.05603617806638574,0.2249382865243052,0.3975274240249987,
8,0,0,96,inherited_nested_dispatch,0.030227981929529704,0.9722646815762404,1.0,206.6730000078678,0.14928753589505858,0.05603617806638574,0.2249382865243052,0.3975274240249987,
0,0,1,97,pandapower_ac_opf,0.03612413303728563,0.9650770315862532,1.0000000000025953,249.36200000229292,0.23935296285228516,0.06412469044986255,0.29095242637498414,2.3015991877750197e-11,
1,0,1,97,pandapower_ac_opf,0.036099874337292226,0.9650089307880763,1.0000000000011466,210.57560000917874,0.231690716680937,0.06407214386654095,0.29054685577149864,-1.3856905176106108e-11,
2,0,1,97,pandapower_ac_opf,0.02981804681495983,0.97286702819624,1.0000000000010087,221.84320000815205,0.1680009894983323,0.05693730016474916,0.2339473622119912,0.32707536048786534,
3,0,1,97,pandapower_ac_opf,0.02973656414312412,0.9741659731266659,0.9999999999996639,203.16899998579174,0.18208596255578613,0.05562976276532044,0.22247866534273053,0.40495500782466637,
4,0,1,97,pandapower_ac_opf,0.0297538438211226,0.9743374343192017,1.0000000000000253,199.50100002461113,0.185169812830471,0.055681453774399585,0.22235161262227582,0.40771735052362557,
5,0,1,97,pandapower_ac_opf,0.029641737786989336,0.9725295493724412,1.0000000000001956,208.6565000063274,0.14745217630888682,0.055497196914984365,0.22273735180113258,0.3942960221076064,
6,0,1,97,inherited_nested_dispatch,0.029646912360640376,0.972519915038804,1.0,199.369799986016,0.14745217630888682,0.055497196914984365,0.22273735180113258,0.3942960221076064,
7,0,1,97,inherited_nested_dispatch,0.029646912360640376,0.972519915038804,1.0,208.19679999840446,0.14745217630888682,0.055497196914984365,0.22273735180113258,0.3942960221076064,
8,0,1,97,inherited_nested_dispatch,0.029646912360640376,0.972519915038804,1.0,206.39599999412894,0.14745217630888682,0.055497196914984365,0.22273735180113258,0.3942960221076064,
0,0,2,98,pandapower_ac_opf,0.035248580027922076,0.96548922749853,1.0000000000026545,205.55819998844527,0.23514790814202838,0.06332913558327345,0.2872904071094657,1.533890371391268e-11,
1,0,2,98,pandapower_ac_opf,0.03522682626049613,0.9654211604018764,1.0000000000011646,204.32099999743514,0.22751856465505038,0.06327887568640911,0.2869171651084907,-1.034672185674891e-11,
2,0,2,98,pandapower_ac_opf,0.029087157700166625,0.9731489205111181,1.0000000000010292,213.53699997416697,0.16442467938786948,0.05618790940021663,0.2306321712966528,0.3259852443362009,
3,0,2,98,pandapower_ac_opf,0.029019481294684717,0.9744438513111906,0.9999999999996523,224.0892999980133,0.1791342738318016,0.0549623074824564,0.2198002457327666,0.4000163655178615,
4,0,2,98,pandapower_ac_opf,0.02902423593022677,0.9745342561998407,1.0000000000002016,199.68059999519028,0.1805381911553069,0.05500732902466072,0.21971577680193227,0.40156392220416137,
5,0,2,98,pandapower_ac_opf,0.02893108525456377,0.9728407105220674,1.000000000000294,226.7512000107672,0.14526686218471158,0.05483210394311122,0.22006572039947353,0.3894532294989453,
