method,day,event,under_steps,over_steps,pf_fail,minimum_voltage_pu,maximum_voltage_pu,line_loss_mwh,mean_absolute_normalized_action,rms_normalized_action,normalized_action_saturation_fraction,absolute_reactive_throughput_mvarh,maximum_absolute_reactive_command_mvar
pilot_droop,0,0,0,0,0,0.9534209613276858,1.0219449840954316,3.198815310911899,0.2102375467463086,0.21650762008086136,0.0,76.01657937059291,1.228696004039806
pilot_droop,1,0,0,0,0,0.9506223631683405,1.026487837761613,3.911966911500123,0.23678310890682042,0.24183227528388507,0.0,84.95120971074405,1.3416408398118889
pilot_droop,2,0,0,0,0,0.95240111238051,1.0246120177590479,3.840783370401343,0.2343697736505419,0.23859877477962568,0.0,84.21957815257544,1.3416408398118889
pilot_droop,3,0,0,0,0,0.9540360764109695,1.025155020862985,3.5453057935198875,0.22515079518780112,0.22917428948571492,0.0,81.2000741618779,1.3416408398118889
pilot_droop,5,0,0,0,0,0.9601137173533945,1.0244762761233999,2.143386572632486,0.16848124066988626,0.1716155023241874,0.0,62.08395251461547,1.194081712222591
pilot_droop,6,1,10,0,0,0.9468873947599684,1.0271283336455805,4.118535609026639,0.2448589378812661,0.2507674758548469,0.0,87.51422095937964,1.3416408398118889
pilot_droop,7,1,14,0,0,0.9482897670319916,1.0226611991632246,4.250107024251776,0.2504923328136404,0.25482738580071124,0.0,89.51866405894577,1.3416408398118889
pilot_droop,8,0,0,0,0,0.9511270171534014,1.023304185224239,3.824181803154585,0.2371305131042997,0.2411288482977668,0.0,85.12906100328016,1.3416408398118889
pilot_droop,9,0,0,0,0,0.9507471706073539,1.0240240919905703,4.015674165550547,0.24192087748087943,0.2461769383471793,0.0,86.7016463726335,1.3416408398118889
pilot_droop,10,0,0,0,0,0.9518123492241349,1.0241179834958107,3.993807331792409,0.2396929773191611,0.2441950446909789,0.0,85.97098698120742,1.3416408398118889
pilot_droop,11,0,0,0,0,0.9576118342848133,1.024871653363476,2.7521023339418886,0.19440990375975767,0.19712724603449716,0.0,71.06685732909045,1.3416408398118889
pilot_droop,12,0,0,0,0,0.9594205599516596,1.0265446606599606,2.2080821127223875,0.17313792331454655,0.17603518693930226,0.0,63.70580099473698,1.286974832914002
pilot_droop,13,1,18,0,0,0.9454167918551121,1.026593204364613,4.391454571717894,0.25398711968834203,0.2595328829662883,0.0,90.52845081386135,1.3416408398118889
pilot_droop,14,1,38,0,0,0.9461955524475344,1.0211599385048171,4.61834155796738,0.2603190007309119,0.2649893212658537,0.0,92.67995010634537,1.3416408398118889
pilot_droop,15,1,47,0,0,0.9452499279013472,1.0214640274958997,4.668728625258752,0.2614720504110058,0.2660192502491189,0.0,93.03117208146621,1.3416408398118889
pilot_droop,16,1,34,0,0,0.9460984789195378,1.020538828356325,4.642034342754625,0.26024086168035865,0.26474281254563947,0.0,92.68418835897211,1.3416408398118889
pilot_droop,17,0,0,0,0,0.9512609345311167,1.0220323004995342,4.020330069001515,0.24321483308449388,0.24682694117265522,0.0,87.18681474767585,1.3416408398118889
pilot_droop,18,0,0,0,0,0.9588428532705914,1.0232873916005556,2.7471937544322778,0.1950276029140999,0.19708713749267442,0.0,71.37116782542454,1.3416408398118889
pilot_droop,19,0,0,0,0,0.9611496074424992,1.0268904984227534,2.2230556879633845,0.17271919602838656,0.17508366256245012,0.0,63.684907670001714,1.302723202144116
pilot_droop,20,0,0,0,0,0.9503265809979757,1.0271759528119317,4.226651029313327,0.2465959615074098,0.2522428531533334,0.0,88.14169194226191,1.3416408398118889
pilot_droop,21,1,8,0,0,0.9485928248092708,1.0234645398588278,4.306387227790866,0.2511047227308154,0.25574523644904423,0.0,89.69041496315201,1.3416408398118889
pilot_droop,22,1,15,0,0,0.9471273946084809,1.0220049506899958,4.206045929082913,0.24994688450048366,0.25435992647429306,0.0,89.31551383050416,1.3416408398118889
pilot_droop,23,0,0,0,0,0.9502085356428416,1.0229448542286497,4.073725164599464,0.24481461414446434,0.2493179288261178,0.0,87.63526538905732,1.3416408398118889
pilot_droop,24,0,0,0,0,0.9520634016869376,1.0247651151677757,3.7580821760106207,0.23386598626772562,0.2379344760292494,0.0,84.05987394379382,1.3416408398118889
pilot_droop,25,0,0,0,0,0.9586051098147157,1.0261344786053177,2.531744069242242,0.18703087605535984,0.18934375764698524,0.0,68.64357029967857,1.3416408398118889
pilot_droop,26,0,0,0,0,0.9599263579154484,1.026451175111628,2.1876416761610558,0.17156302734899023,0.17400418262209164,0.0,63.239947804020375,1.2827285309194911
pilot_droop,27,1,9,0,0,0.9474980493121834,1.026852985507679,4.2036637808667905,0.24688601796515286,0.2531348040199449,0.0,88.17196837765633,1.3416408398118889
pilot_droop,28,1,3,0,0,0.9496055838135233,1.0235228075720724,3.9836453590885834,0.2442262441230317,0.2480473767892513,0.0,87.4655788419171,1.3416408398118889
pilot_droop,29,1,17,0,0,0.9467815364160708,1.0236408808325217,4.421796048127391,0.25558004652460414,0.26080054775681244,0.0,91.09765881607775,1.3416408398118889
pilot_droop,30,1,8,0,0,0.9482970747127903,1.0228639437630709,4.3156122512210695,0.2532106249903639,0.2575822339079952,0.0,90.3859339229165,1.3416408398118889
pilot_droop,31,0,0,0,0,0.9511645268881602,1.0211113419613336,3.949862284134238,0.24205725826323032,0.24572551073935478,0.0,86.8009580129526,1.3416408398118889
pilot_droop,32,0,0,0,0,0.9589052231536522,1.0248416124713393,2.5542289404055674,0.18816874005521336,0.19004496044939215,0.0,69.09186505081577,1.3416408398118889
pilot_droop,33,0,0,0,0,0.960694891246402,1.0264821950297003,2.204160313686816,0.17268704219410816,0.17514633924225487,0.0,63.64586635601132,1.2841370343557117
pilot_droop,34,0,0,0,0,0.9500173751458038,1.0263434871179569,3.839718877403461,0.23927699696893492,0.24359482586468026,0.0,85.76505157098849,1.3416408398118889
pilot_droop,35,1,1,0,0,0.9499836501337321,1.0208465126787185,3.8579473180863695,0.24175141037752232,0.24454264284189206,0.0,86.72278390259487,1.3416408398118889
pilot_droop,36,1,7,0,0,0.9486625306903492,1.0207434079394189,4.077703821816858,0.24835623723144332,0.25140938614130587,0.0,88.87820411608345,1.3416408398118889
pilot_droop,37,1,4,0,0,0.9496143005652635,1.020236573033407,4.076673083860351,0.24820197078709802,0.2510550430914571,0.0,88.84191309486134,1.3416408398118889
pilot_droop,39,0,0,0,0,0.9580574217886011,1.0224388687318886,2.754522292963671,0.19656882512693605,0.19829279164856933,0.0,71.9531585172785,1.3416408398118889
pilot_droop,40,0,0,0,0,0.9598288477987239,1.0272654372482033,2.306934008972922,0.17772844503633678,0.17978910690993824,0.0,65.47307278056343,1.3416408398118889
pilot_droop,41,0,0,0,0,0.9509952432551771,1.0255435820622567,3.7787179173543946,0.23699213013363382,0.24084020772472375,0.0,85.06174141452018,1.3416408398118889
pilot_droop,42,0,0,0,0,0.9510225380992132,1.0285819234264968,3.5217827115914084,0.23104345860580602,0.23356713760667647,0.0,83.22005456169624,1.3416408398118889
pilot_droop,43,1,6,0,0,0.9489201700764278,1.0326085165465864,3.6513221002456544,0.2360974905701975,0.23900981290479603,0.0,84.80381537623197,1.3416408398118889
pilot_droop,44,1,15,0,0,0.9482772285746571,1.020506066363241,4.5148486423124,0.2599716759286821,0.2637815433566029,0.0,92.64426154802469,1.3416408398118889
pilot_droop,45,0,0,0,0,0.951686834995096,1.0211203261457413,3.664910046405304,0.23547175573185086,0.23817617344184128,0.0,84.67451150933489,1.3416408398118889
pilot_droop,46,0,0,0,0,0.958374690967012,1.022697103688008,2.6358898671599986,0.19282890623435378,0.1944177287113236,0.0,70.7123035549905,1.3416408398118889
pilot_droop,47,0,0,0,0,0.9606991246502503,1.0274475052771999,2.055676532879045,0.16870043481079242,0.17088814159441615,0.0,62.172130144540816,1.3282219390770689
pilot_droop,48,0,0,0,0,0.9505695029630004,1.0264710453765755,3.7039703016652163,0.23520376556552947,0.239319638228495,0.0,84.44188359757015,1.3416408398118889
pilot_droop,49,0,0,0,0,0.950224055463868,1.0223066348617722,3.794444610834164,0.23952559381723404,0.24258256930779898,0.0,85.96549150805107,1.3416408398118889
pilot_droop,50,0,0,0,0,0.950489686980073,1.0255636627563114,3.599657670383445,0.23394039288784066,0.23676688935866777,0.0,84.13661807245474,1.3416408398118889
pilot_droop,51,1,2,0,0,0.9496664047720144,1.0238475094275523,3.675976778621239,0.2367882844991982,0.23964471200586474,0.0,85.07111521302143,1.3416408398118889
pilot_droop,52,0,0,0,0,0.9508708913110199,1.02913259741401,3.538875810956298,0.2326291079322497,0.23520634485660855,0.0,83.71108882443947,1.3416408398118889
pilot_droop,53,0,0,0,0,0.9574241414469489,1.0274503467965712,2.4046464953890285,0.18636789390196404,0.18805145965918163,0.0,68.42695155685112,1.3416408398118889
pilot_droop,54,0,0,0,0,0.958778964121857,1.029836415767916,2.0712282739929773,0.16899146124099693,0.17217136711207742,0.0,62.05531446027108,1.3416408398118889
pilot_droop,55,1,11,0,0,0.9457858747034044,1.0235522792389409,4.042376839403357,0.24888019155090055,0.252214730508302,0.0,88.93196383393814,1.3416408398118889
pilot_droop,56,1,9,0,0,0.9464216401033134,1.0274848221259603,4.18016624102596,0.2553594335913658,0.25735918398032226,0.0,91.100554638354,1.3416408398118889
pilot_droop,57,1,12,0,0,0.9448448869181446,1.0289696810968492,4.214820193914352,0.25662162667140365,0.25872399116338163,0.0,91.48494087859318,1.3416408398118889
pilot_droop,58,1,10,0,0,0.9468089097157837,1.0312282213687487,4.109262857056693,0.25329487506921095,0.2551947118132993,0.0,90.40587926180005,1.3416408398118889
pilot_droop,59,1,5,0,0,0.948742668409001,1.0293706630399668,4.060853145999371,0.2518393335243066,0.25378827294636924,0.0,89.95717951401178,1.3416408398118889
